domain,hostname,ip,TLSRedirect,TLSSiteExist,serialNumber,notValidBefore,notValidAfter,signatureHashAlgorithm,statusCode,statusMessage,issuerCommonName,Server,X-Powered-By,asn,asnCountryCode,isp,formFields
kejora,www.kejora.gov.my,110.4.42.151,False,True,258595863700995867727815446272825234686,2018-02-16 00:00:00,2018-05-17 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,PHP/5.5.35,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,n/a
kelantan,www.kelantan.gov.my,210.187.31.7,False,False,,,,,,,,SUKKELANTAN,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|q|Itemid|voteid|voteid|voteid|task_button|option|id|task|e91752bd12c4f21816a51de885f60815
kelantanlibrary,www.kelantanlibrary.gov.my,219.95.233.18,False,False,,,,,,,,Apache/2.4.7 (Ubuntu),PHP/5.5.9-1ubuntu4.22,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|searchword|task|option|Itemid|username|password|remember|option|task|return|b3baff50ed1591cff413d45b8e4bec62
kemas,www.kemas.gov.my,103.8.160.57,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|q
kesedar,www.kesedar.gov.my,1.9.138.2,False,False,,,,,,,,n/a,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
ketengah,www.ketengah.gov.my,203.106.246.102,False,False,,,,,,,,nginx/1.6.2,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|cx|q|_token|email|password|_token|newsletterEmail
kettha,www.kettha.gov.my,103.8.160.95,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|q|btnG|site|client|output|proxystylesheet|sort|entqr|oe|ie|ud|access
khidmatnegara,www.khidmatnegara.gov.my,210.19.222.251,False,True,22046708620070601253137181273746293365,2016-12-22 00:00:00,2018-12-22 23:59:59,sha256,1,Pass,GeoTrust EV SSL CA - G4,Apache/2,PHP/5.6.30,AS9930,MY,TTNET-MY TIME dotCom Berhad,|search|submit
kimia,www.kimia.gov.my,202.75.5.104,False,False,,,,,,,,Apache/2,PHP/5.4.45,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|s|search
kkmm,www.kkmm.gov.my,203.217.179.111,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
kkr,www.kkr.gov.my,175.28.14.207,False,False,,,,,,,,Apache,n/a,AS38044,MY,GITN-NETWORK GITN-NETWORK,|keys|form_build_id|form_id|captcha_sid|captcha_token|captcha_response|op
www.klbotanicalgarden.gov.my,,,,,,,,,,,,,,,,,
kln,www.kln.gov.my,202.60.59.122,False,True,313849759047678692813972258028110670837,2017-07-04 00:00:00,2018-09-03 23:59:59,sha256,0,"Host did not provide intermediate certs, unable to build trust chain",COMODO RSA Organization Validation Secure Server CA,wisma,n/a,AS38044,MY,GITN-NETWORK GITN-NETWORK,|theme|theme|theme
knowyourmedicine,www.knowyourmedicine.gov.my,183.171.232.118,False,False,,,,,,,,,,AS10030,MY,CELCOMNET-AP Celcom Internet Service Provider,
koko,www.koko.gov.my,58.26.125.153,False,False,,,,,,,,Microsoft-IIS/6.0,ASP.NET,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
kpdnkk,www.kpdnkk.gov.my,103.8.163.151,True,True,127675890422870040333996782867856633566,2017-09-21 07:14:22,2020-09-21 07:44:20,sha256,1,Pass,Entrust Certification Authority - L1K,nginx,W3 Total Cache/0.9.5.2,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
www.kpkk.gov.my,,,,,,,,,,,,,,,,,
kpkt,www.kpkt.gov.my,203.217.179.72,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]
kppk,www.kppk.gov.my,202.75.6.38,True,True,135042869356712915634453113306771896238,2017-07-11 00:00:00,2019-07-11 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 mod_wsgi/3.4 Python/2.7.5,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|searchphrase|limit|ordering|view|option
kptg,www.kptg.gov.my,202.75.6.185,False,False,,,,,,,,,,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
kpwkm,www.kpwkm.gov.my,103.8.161.52,True,True,21194733836624681361285688714341365290,2017-05-19 00:00:00,2019-03-30 23:59:59,sha256,1,Pass,GeoTrust EV SSL CA - G4,nginx,PHP/5.6.32,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
kraftangan,www.kraftangan.gov.my,58.26.125.191,False,False,,,,,,,,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|searchword|task|option|Itemid
ksn,www.ksn.gov.my,103.8.146.249,True,True,298702191765804370169190829746867155008538,2018-02-04 17:32:04,2018-05-05 17:32:04,sha256,1,Pass,Let's Encrypt Authority X3,nginx/1.10.3 (Ubuntu),n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
kwap,www.kwap.gov.my,203.121.104.164,False,False,,,,,,,,n/a,ASP.NET,AS9930,MY,TTNET-MY TIME dotCom Berhad,
kwp,www.kwp.gov.my,103.8.145.1,False,False,,,,,,,,Apache/2.4.29 (Win32) PHP/5.6.32,PHP/5.6.32,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|q
kwsp,www.kwsp.gov.my,211.25.59.98,False,True,6675640769991519032057157389430478617,2016-08-17 00:00:00,2018-10-16 23:59:59,sha256,-1,Certificate & Hostname mismatch,Symantec Class 3 Secure Server CA - G4,n/a,n/a,AS9930,MY,TTNET-MY TIME dotCom Berhad,
lada,www.lada.gov.my,211.25.107.133,True,True,104704644715397301064827446370716446711,2017-01-02 00:00:00,2020-03-02 23:59:59,sha256,1,Pass,COMODO RSA Domain Validation Secure Server CA,nginx,n/a,AS9930,MY,TTNET-MY TIME dotCom Berhad,|searchword|task|option|Itemid|user[email]|terms|Submit|ajax|acy_source|ctrl|task|redirect|redirectunsub|option|hiddenlists|acyformname|searchword|task|option|Itemid
lam,www.lam.gov.my,103.6.196.118,False,True,58344587208053182880675738519762076402,2018-02-15 00:00:00,2018-05-16 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,n/a,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,|q|Itemid
sabah,www.lawnet.sabah.gov.my,27.0.4.11,False,True,184605085515935929262331699731796587485,2017-04-26 00:00:00,2019-05-28 23:59:59,sha256,-1,Certificate & Hostname mismatch,COMODO RSA Organization Validation Secure Server CA,Microsoft-IIS/8.5,ASP.NET,AS55420,MY,SABAHNET-AS-AP APNIC ASN Block,
lbnk,www.lbnk.gov.my,110.4.45.90,False,True,279178514106705194217002817739608638264,2018-02-16 00:00:00,2018-05-17 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,n/a,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,
lgm,www.lgm.gov.my,58.26.125.133,False,False,,,,,,,,Microsoft-IIS/6.0,ASP.NET,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|__EVENTTARGET|__EVENTARGUMENT|__VIEWSTATE|__VIEWSTATEGENERATOR|__VIEWSTATEENCRYPTED|__EVENTVALIDATION|Button1|hbtnShowNewContents
sabah,www.library.sabah.gov.my,27.0.4.11,False,True,184605085515935929262331699731796587485,2017-04-26 00:00:00,2019-05-28 23:59:59,sha256,-1,Certificate & Hostname mismatch,COMODO RSA Organization Validation Secure Server CA,Microsoft-IIS/8.5,"PHP/5.6.0, ASP.NET",AS55420,MY,SABAHNET-AS-AP APNIC ASN Block,|searchword|task|option|Itemid|ytcpanel_bgimage
lkim,www.lkim.gov.my,110.4.42.151,False,True,317067593614878580662349166686504240830,2016-12-08 00:00:00,2017-03-08 23:59:59,sha256,-1,Certificate expired,"cPanel, Inc. Certification Authority",Apache,PHP/5.5.35,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,|s|wp-polls-nonce|poll_id|poll_4|poll_4|vote
lktn,www.lktn.gov.my,58.26.125.129,False,False,,,,,,,,,,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
llm,www.llm.gov.my,175.28.14.168,False,False,,,,,,,,Microsoft-IIS/8.0,PHP/5.6.0,AS38044,MY,GITN-NETWORK GITN-NETWORK,n/a
lpj,www.lpj.gov.my,110.4.41.32,False,False,,,,,,,,Microsoft-IIS/8.5,"PHP/5.6.30, ASP.NET",AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,|q|Itemid|username|password|remember|option|task|return|53c04212eb2613d8f868eb71c9bd79e4
lpjpcs,www.lpjpcs.gov.my,110.4.41.229,True,True,129978809268469493739949301945929648363,2017-05-15 00:00:00,2019-07-14 23:59:59,sha256,1,Pass,GeoTrust SSL CA - G3,Microsoft-IIS/8.5,ASP.NET,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,|__EVENTTARGET|__EVENTARGUMENT|__VIEWSTATE|__VIEWSTATEGENERATOR|__EVENTVALIDATION|btnCheck
www.lpkp.gov.my,,,,,,,,,,,,,,,,,
lpktn,www.lpktn.gov.my,58.26.163.2,False,False,,,,,,,,Apache/2.4.10 (Win32) OpenSSL/1.0.1i PHP/5.6.3,PHP/5.6.3,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|q
lpp,www.lpp.gov.my,103.8.163.254,False,False,,,,,,,,nginx/1.10.3 (Ubuntu),n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
lppkn,www.lppkn.gov.my,203.217.178.232,False,False,,,,,,,,Apache/2.2.15 (CentOS),n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid
lppsa,www.lppsa.gov.my,202.75.6.54,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
luas,www.luas.gov.my,60.54.116.92,False,False,,,,,,,,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
mada,www.mada.gov.my,103.18.247.196,False,True,338246412551106358033813061184437438048,2018-01-15 00:00:00,2018-04-15 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,PHP/5.6.33,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,|s
mafhq,www.mafhq.mil.my,210.187.101.52,False,False,,,,,,,,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|q|f|username|password|option|task|return|97bbc6ff600a5e1511d61994bfeb7060
mais,www.mais.gov.my,211.25.62.22,False,False,,,,,,,,Apache/2.4.6 (CentOS) PHP/5.6.27,PHP/5.6.27,AS9930,MY,TTNET-MY TIME dotCom Berhad,|searchword|task|option|Itemid
malaysia,www.malaysia.gov.my,103.8.161.146,True,True,9948839824241275771689878346333423064,2016-11-01 00:00:00,2018-11-06 12:00:00,sha256,1,Pass,DigiCert SHA2 Secure Server CA,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
mampu,www.mampu.gov.my,103.8.145.155,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|q|Itemid|q|Itemid
maqis,www.maqis.gov.my,103.8.160.209,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|_77_formDate|_77_keywords|_77_search
mara,www.mara.gov.my,103.6.238.231,False,False,,,,,,,,lighttpd/1.5.0,n/a,AS132197,MY,SKALI-MY SKALI,|_58_formDate|_58_saveLastPath|_58_redirect|_58_doActionAfterLogin|_58_login|_58_password|_58_rememberMe|_58_rememberMeCheckbox|formDate|_77_keywords|search|_59_INSTANCE_o5xSekoSXDc0_formDate|_59_INSTANCE_o5xSekoSXDc0_cmd|_59_INSTANCE_o5xSekoSXDc0_redirect|_59_INSTANCE_o5xSekoSXDc0_questionId|_59_INSTANCE_o5xSekoSXDc0_successMessage|_59_INSTANCE_o5xSekoSXDc0_choiceId|_59_INSTANCE_o5xSekoSXDc0_choiceId|_59_INSTANCE_o5xSekoSXDc0_choiceId|_59_INSTANCE_o5xSekoSXDc0_choiceId
mardi,www.mardi.gov.my,1.9.139.154,True,True,19960272200451924605817158827282616734,2017-11-09 00:00:00,2018-11-13 12:00:00,sha256,1,Pass,DigiCert SHA2 Secure Server CA,Apache,PHP/5.6.30,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|search
marine,www.marine.gov.my,202.129.173.30,False,False,,,,,,,,n/a,n/a,AS9655,MY,TPMNETWORK-AS-AP TPM Corp. Berhad,|searchname|myclicker|pl_id|polling|polling|polling
www.mastic.gov.my,,,,,,,,,,,,,,,,,
matrade,www.matrade.gov.my,203.12.220.16,False,False,,,,,,,,Apache,n/a,AS38044,MY,GITN-NETWORK GITN-NETWORK,|searchword|searchphrase|task|ordering
mbpj,www.mbpj.gov.my,101.99.65.92,False,False,,,,,,,,Apache,PHP/5.5.36,AS45839,MY,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,|search_block_form|op|form_build_id|form_id
mbpjlibrary,www.mbpjlibrary.gov.my,219.92.53.234,False,False,,,,,,,,Apache-Coyote/1.1,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
mbpp,www.mbpp.gov.my,211.25.229.88,False,False,,,,,,,,,,AS9930,MY,TTNET-MY TIME dotCom Berhad,
mbsa,www.mbsa.gov.my,58.27.16.209,False,False,,,,,,,,Microsoft-IIS/8.0,ASP.NET,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
mcmc,www.mcmc.gov.my,202.171.39.22,True,True,76840274454626834501547834488673509984,2017-01-17 00:00:00,2019-01-17 23:59:59,sha256,1,Pass,GeoTrust EV SSL CA - G4,n/a,ASP.NET,AS23659,MY,HEITECH-AS-AP APNIC HEITECH ASN,n/a
mdhs,www.mdhs.gov.my,103.27.74.51,False,True,187417249314932085688532384559143929783,2017-12-26 00:00:00,2018-03-26 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,PHP/5.6.26,AS55720,MY,GIGABIT-MY Gigabit Hosting Sdn Bhd,|search_block_form|op|form_build_id|form_id
mdi,www.mdi.gov.my,203.217.178.132,False,False,,,,,,,,Apache/2.4.7 (Ubuntu),PHP/5.5.9-1ubuntu4.20,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid|voteid|voteid|voteid|voteid|task_button|option|id|task|4ab4a15649d5223ae448dc6568eb0276
mdkl,www.mdkl.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.16,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id
mdks,www.mdks.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.30,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id|choice_3|choice_3|choice_3|op|form_build_id|form_id
mdsb,www.mdsb.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.32,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id
melaka,www.melaka.gov.my,1.9.129.121,True,True,2053345080785376548411057767335709359,2016-10-04 00:00:00,2018-10-24 12:00:00,sha256,0,"Host did not provide intermediate certs, unable to build trust chain",DigiCert SHA2 Secure Server CA,"Zope/(2.13.23, python 2.7.5, linux2) ZServer/1.1",n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
met,www.met.gov.my,175.28.14.16,False,False,,,,,,,,Apache/2.4.6 (CentOS) mod_auth_gssapi/1.5.1 mod_nss/1.0.14 NSS/3.28.4 mod_wsgi/3.4 Python/2.7.5 PHP/7.1.12,PHP/7.1.12,AS38044,MY,GITN-NETWORK GITN-NETWORK,
mida,www.mida.gov.my,52.230.31.145,False,False,,,,,,,,Apache/2.4.7 (Ubuntu),PHP/5.5.9-1ubuntu4.22,AS8075,Unknown,AS8075,n/a
mima,www.mima.gov.my,104.18.44.122,False,True,269341144955353345344517782004998331831,2018-02-13 00:00:00,2018-08-22 23:59:59,sha256,1,Pass,COMODO ECC Domain Validation Secure Server CA 2,,,AS13335,US,"CLOUDFLARENET - Cloudflare, Inc.",
miros,www.miros.gov.my,43.252.232.217,True,True,254135824928143086557678246045108841907,2017-07-13 00:00:00,2020-07-12 23:59:59,sha256,1,Pass,COMODO RSA Domain Validation Secure Server CA,Apache/2.4.10 (Win32) OpenSSL/1.0.1i PHP/5.6.3,PHP/5.6.3,AS38044,MY,GITN-NETWORK GITN-NETWORK,|k|select|poll|poll|poll|poll|question_no|pollid|poll|poll|question_no|pollid
sarawak,www.mitec.sarawak.gov.my,58.26.203.115,False,True,16613886494836856785,2017-08-14 02:52:57,2022-08-13 02:52:57,sha1,0,"Host did not provide intermediate certs, unable to build trust chain",*.mitec.sarawak.gov.my,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
miti,www.miti.gov.my,103.8.161.245,False,False,,,,,,,,Apache,PHP/5.6.13,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|font_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]|background_color_block[]
mkn,www.mkn.gov.my,202.75.6.121,True,True,280750872558685758011280537194036403746,2017-11-24 08:57:21,2019-12-09 09:27:19,sha256,1,Pass,Entrust Certification Authority - L1K,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
mlutudm,www.mlutudm.mil.my,175.139.254.245,False,False,,,,,,,,Apache/2.2.6 (Win32) PHP/5.2.5,PHP/5.2.5,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|LoginID|Passwd|login
mm2h,www.mm2h.gov.my,203.217.179.192,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid
mmea,www.mmea.gov.my,202.60.59.223,True,True,36819068301946567898391634352350833028,2017-09-20 05:00:02,2019-11-01 05:30:00,sha256,1,Pass,Entrust Certification Authority - L1K,Apache/2.4.9 (Win64) OpenSSL/1.0.1g,n/a,AS38044,MY,GITN-NETWORK GITN-NETWORK,|searchword|task|option|Itemid|username|password|remember|Submit|option|task|return|e45295be94a9de02adb7c580f09918fc
moa,www.moa.gov.my,103.8.160.209,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
mod,www.mod.gov.my,103.27.113.16,False,False,,,,,,,,n/a,n/a,AS132885,MY,CDSB-AS-AP CET DEVELOPMENT SDN BHD,n/a
moe,www.moe.gov.my,1.9.210.32,True,True,208353137276985661759940079643165865956,2017-05-23 00:00:00,2018-05-23 23:59:59,sha256,1,Pass,COMODO RSA Domain Validation Secure Server CA,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|q|elements[_itemname]|option|task|controller|type|app_id|show_title|show_ordering|show_permalink|redirect_if_one|columns|page_title|layout|zoofilter[item_layout]|page_layout|elayout|ordering_layout|type|module_id|Itemid|items_per_page|search_limit
moh,www.moh.gov.my,103.8.162.11,False,False,,,,,,,,Apache/2.2.15 (CentOS),XXXXXXXXXXX,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
moha,www.moha.gov.my,202.75.5.242,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid
mohe,www.mohe.gov.my,150.242.180.77,False,True,1356133872,2015-08-07 11:22:33,2018-08-07 17:49:22,sha256,1,Pass,Entrust Certification Authority - L1K,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid
mohr,www.mohr.gov.my,202.75.5.131,False,False,,,,,,,,,,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
mosti,www.mosti.gov.my,202.75.5.25,True,True,2843332642970986068473121654881921635,2016-11-01 00:00:00,2019-11-06 12:00:00,sha256,1,Pass,DigiCert SHA2 Secure Server CA,Apache/2.4.29 (Ubuntu),n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
mot,www.mot.gov.my,202.75.5.249,False,False,,,,,,,,Microsoft-IIS/8.5,ASP.NET,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,n/a
motac,www.motac.gov.my,203.217.177.192,False,False,,,,,,,,n/a,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid|searchword|task|option|Itemid
motour,www.motour.gov.my,203.217.177.192,False,False,,,,,,,,Apache,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|task|option|Itemid|searchword|task|option|Itemid
mpaj,www.mpaj.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.27,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id|choice_3|choice_3|choice_3|op|form_build_id|form_id
mpc,www.mpc.gov.my,202.60.59.84,False,False,,,,,,,,Microsoft-IIS/8.5,PHP/7.0.0,AS38044,MY,GITN-NETWORK GITN-NETWORK,|s|s|lang
mpib,www.mpib.gov.my,103.18.247.196,False,True,27890146087099230996980235955344189218,2018-02-15 00:00:00,2018-05-16 23:59:59,sha256,1,Pass,"cPanel, Inc. Certification Authority",Apache,n/a,AS46015,MY,EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.,
mpic,www.mpic.gov.my,202.75.6.38,True,True,135042869356712915634453113306771896238,2017-07-11 00:00:00,2019-07-11 23:59:59,sha256,0,"Host did not provide intermediate certs, unable to build trust chain",GeoTrust EV SSL CA - G4,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 mod_wsgi/3.4 Python/2.7.5,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|searchword|searchphrase|limit|ordering|view|option
mpkj,www.mpkj.gov.my,104.25.243.7,False,True,2811819669379307904154998729613174398,2018-01-11 00:00:00,2019-01-11 12:00:00,sha256,1,Pass,CloudFlare Inc ECC CA-2,cloudflare,PHP/5.6.27,AS13335,US,"CLOUDFLARENET - Cloudflare, Inc.",|search_block_form|op|form_build_id|form_id
mpklang,www.mpklang.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.27,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id
mpob,www.mpob.gov.my,202.185.186.80,False,False,,,,,,,,n/a,PHP/5.2.17,AS9930,MY,TTNET-MY TIME dotCom Berhad,n/a
mps,www.mps.gov.my,103.8.161.36,False,True,45804300037742843558226879227106367144,2016-12-30 00:00:00,2018-12-30 23:59:59,sha256,-1,Certificate & Hostname mismatch,GeoTrust EV SSL CA - G4,Apache/2.2.15 (CentOS),PHP/5.6.27,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,|search_block_form|op|form_build_id|form_id
mpsepang,www.mpsepang.gov.my,202.168.69.17,False,False,,,,,,,,Apache/2.2.15 (CentOS),PHP/7.2.1,AS45410,MY,"CITYBROADBAND-AS-MY SHTECH, Cyberjaya Broadband Service",n/a
mpsj,www.mpsj.gov.my,175.144.213.243,False,False,,,,,,,,Microsoft-IIS/7.5,ASP.NET,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
mpsp,www.mpsp.gov.my,58.26.130.22,False,True,132041497497656855728844281403265488912,2017-02-24 06:25:57,2018-02-23 06:55:56,sha256,-1,Certificate expired,Entrust Certification Authority - L1K,Microsoft-IIS/7.5,"PHP/5.6.20, ASP.NET",AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",
mqa,www.mqa.gov.my,103.8.160.133,False,False,,,,,,,,,n/a,AS17564,MY,GITN-PCN-AS-AP GITN (M) Sdn. Bhd.,
mrm,www.mrm.gov.my,124.150.142.233,False,False,,,,,,,,Microsoft-IIS/6.0,ASP.NET,AS45945,MY,"WEBSERVER-MY Acme Commerce Sdb Bhd, Malayia, Network",
msnperak,www.msnperak.gov.my,104.28.27.24,False,True,18373469761157931194479124439650615372,2018-02-26 00:00:00,2018-09-04 23:59:59,sha256,1,Pass,COMODO ECC Domain Validation Secure Server CA 2,cloudflare,n/a,AS13335,US,"CLOUDFLARENET - Cloudflare, Inc.",|searchword|task|option|Itemid
msonline,www.msonline.gov.my,58.27.114.207,False,True,14489395564093076599,2017-04-02 10:37:00,2019-03-31 10:20:01,sha256,1,Pass,Starfield Secure Certificate Authority - G2,Apache/2.4.26 (Unix) OpenSSL/1.0.2l PHP/5.6.31 mod_perl/2.0.8-dev Perl/v5.16.3,PHP/5.6.31,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|reset|find
mssaas,www.mssaas.gov.my,58.27.18.134,False,False,,,,,,,,Apache,n/a,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
mtib,www.mtib.gov.my,1.9.139.31,False,False,,,,,,,,Apache/2.2.3 (CentOS),PHP/5.2.14,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",|searchword|option|task|voteid|voteid|task_button|option|id|task|6b23e876e8cf85d118a4cdbc3a85adfd
muftiselangor,www.muftiselangor.gov.my,58.27.18.131,False,False,,,,,,,,Apache/2.4.6 (CentOS) PHP/5.6.31,PHP/5.6.31,AS4788,MY,"TMNET-AS-AP TM Net, Internet Service Provider",n/a
